40000162449                     0             LSYHKAAA8AK008704376560         ITopicAzulEscolar16L-4P-Longa-GNV-                                               2012022020110223	AR                                                                                                      
40000162449                     0             LSYHDAAB4BK148561160677         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012033020110331	465212
40000162449                     0             LSYHDAAB6BK148562160677         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012041020110411	465212
40000162449                     0             LSYHDAABXBK148547160674         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012041020110411	465212
40000162449                     0             LSYHDAAB3BK148549160675         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012041020110414	465212
40000162449                     0             LSYHDAABXBK148550160675         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012041020110415	465212
40000162449                     0             LSYHDAAB1BK148551160675         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110426	465212
40000162449                     0             LSYHDAAB0BK148556160677         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110427	465212
40000162449                     0             LSYHDAAB2BK148557160677         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB6BK148559160677         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB0BK148573161649         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB9BK148569161836         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAABXBK148564161545         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB1BK148565161546         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB5BK148570161649         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB7BK148571161649         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB9BK148572161649         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB8BK148563161545         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB5BK148567161598         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
40000162449                     0             LSYHDAAB7BK148568161598         ITopicBrancaPassageiro13L4PCurta-COMAR                                           2012042020110429	465212
